# 274,cat274|Краскораспылитель пневматический
 1|Краскораспылитель пневматический с ВЕРХНИМ бачком|274|57315|798|788|777||norow|Краскораспылитель пневматический| MATRIX с ВЕРХНИМ бачком 1.0 л, сменные сопла 1.2, 1.5, 1.8 мм <span class=art>арт. 57315</span>|</span><span class="for">Для нанесения защитных, декоративных, изоляционных покрытий на различные поверхности: пластик, металл, дерево, керамику</span><span class="addt">Применяется при проведении наружных и внутренних отделочных работ, окраске металлоконструкций в автосервисах, нанесении пожаростойких составов.||/img/pic/shmal/small/57315.jpg|/img/pic/shmal/big/57315.jpg
#1|Профессиональные фасадные набивные валики с 20-мм ворсом      |63|             |339,00|328,00|317,00|519|norow|| MaxProfi 20 (HARDY, Польша)</span><span class="for">Для эмульсионных (акриловых), латексных, силиконовых и силикатных красок; для фасадных работ.|</span></p><UL><LI>Имеют проклеенные обволакиваемые концы. Оптимальны для окраски <b>гладких и слегка шероховатых поверхностей</b>.<LI><b>Увеличенный диаметр валика (68 мм)</b>, покрытого эластичной негигроскопичной подкладкой толщиной <b>10 мм</b>, обеспечивает высокопроизводительную и качественную обработку неровных поверхностей, характерных для наружных конструкций (<b>фасады зданий</b> и т. п.).<LI>Шубка из полиамида имеет высоту ворса <b>20 мм</b>.<LI><b>Под рукоятку с усиленным бюгелем посадочного диаметра 8 мм</b>.</UL><p><span class="addt">||/img/pic/shmal/small/0100-466818.jpg|/img/pic/shmal/big/0100-466818.jpg
#1|Профессиональные фасадные валики с 11-мм ворсом             |63|             |168,00|163,00|159,00|519|norow|| MaxProfi 11 (HARDY, Польша)|</span><span class="for">Для эмульсионных (акриловых), латексных, силиконовых и силикатных красок; для внутренних стен и потолков</span></p><UL><LI>Имеет проклеенные обволакиваемые концы. Оптимален для окраски <b>гладких поверхностей</b>.<LI>Усиленная шубка выполнена из полиамидных тканей.<LI>Исключительно устойчив к абразивному износу.<LI>Гибкий ворс обеспечивает оптимальное поглощение краски и её равномерное распределение на поверхности.<LI>Шубка из полиамида имеет высоту ворса <b>11 мм</b>.<LI><b>Под рукоятку с усиленным бюгелем посадочного диаметра 8 мм</b>.</UL><p><span class="addt">||/img/pic/shmal/small/0110-474818.jpg|/img/pic/shmal/big/0110-474818.jpg
#0|Валик фасадный MaxProfi 11, 180 мм, &empty; 48/8 мм  сменный|63|0110-47.48.18|188,00|184,00|179,00|519
#0|Валик фасадный MaxProfi 11, 250 мм, &empty; 48/8 мм  сменный|63|0110-47.48.25|265,00|255,00|244,00|519
#1|Рукоятки для валиков с усиленным бюгелем                   |63|multicopy282  |45,00|42,00|40,00|519|norow|| посадочного диаметра&nbsp;8&nbsp;мм, HOBBI |</span></p><UL><LI>Ручка инструмента с отверстием для подвешивания произведена из ударопрочной пластмассы и имеет эргономичную форму.<LI>Внутренняя полость ручки предназначена для использования телескопического стержня.</UL><p><span class="addt">||/img/pic/shmal/small/07-0-018.jpg|/img/pic/shmal/big/07-0-018.jpg
#0|Рукоятка на 180 мм, &empty; 8 мм оцинкованная,   HOBBI     |63|07-0-180      |53,00|51,00|50,00|519|
#0|Рукоятка на 250 мм, &empty; 8 мм оцинкованная,   HOBBI     |63|07-0-250      |62,00|60,00|59,00|519|
#1|Рукоятки для валиков (бюгели)                              |63|              |32,00|31,00|29,00|519|norow|| посадочного диаметра&nbsp;6&nbsp;мм, MATRIX|</span></p><UL><LI>Стержень рукоятки оцинкован для защиты от коррозии.<LI>Ручка инструмента с отверстием для подвешивания произведена из ударопрочной пластмассы и имеет эргономичную форму.<LI>Внутренняя полость ручки предназначена для использования телескопического стержня.</UL><p><span class="addt">||/img/pic/shmal/small/81215.jpg|/img/pic/shmal/big/81215.jpg
#0|Рукоятка на 180 мм, &empty; 6 мм оцинкованная,   MATRIX    |63|81215         |37,00|36,00|35,00|519|
#0|Рукоятка на 250 мм, &empty; 6 мм оцинкованная,   MATRIX    |63|81217         |39,00|38,00|37,00|519|
#1|Рукоятки (бюгели) для мини- и миди-валиков                 |63|              |23,00|22,00|21,00|519|norow|| посадочного диаметра&nbsp;6&nbsp;мм, HOBBI |</span></p><UL><LI>Ручка из ударопрочной пластмассы, с отверстием для подвешивания, имеет эргономичную форму.<LI>Внутренняя полость ручки предназначена для использования телескопического стержня.</UL><p><span class="addt">||/img/pic/shmal/small/81211.jpg|/img/pic/shmal/big/81211.jpg
#0|Рукоятка на 50 - 70 мм, &empty; 6 мм никелированная, HOBBI |63|07-1-050      |22,00|20,70|19,98|519|
#0|Рукоятка на 100 - 150 мм, &empty; 6 мм, оцинкованная, HOBBI|63|07-1-090      |31,00|30,00|29,00|519|
#0|Рукоятка на 100-150мм удлинённая, &empty; 6 мм, цинк, HOBBI|63|07-1-091      |33,00|32,00|31,00|519|

### 558,cat558 -># 559,cat559|Валики Roma и Torino (HARDY, Польша) |Валики Torino (полиакрил/полиэстер) !Для красок на водной основе
#1|Валик сменный                                              |558|5110-22.44.25|149,00|145,00|142,00|559|norow|| Torino 18 (HARDY, Польша) <span class="art">арт. 5110-22.44.25</span>|</span><span class="for">Для работ красками на водной основе.</span></p><UL><LI>Шубка из смеси полиакрила и полиэстера имеет высоту ворса <b>18 мм</b>.<LI>Диаметр валика <b>44 мм</b>.</LI><LI><b>Сменный валик</b> под рукоятку с <b>усиленным бюгелем</b> посадочного диаметра <b>8 мм</b>.</UL><p><span class="addt">||/img/pic/shmal/small/5110-2248.jpg|/img/pic/shmal/big/5110-2248.jpg
#1|Валики сменные                                             |558|5110-22.44.25|149,00|145,00|142,00|559|norow|| Torino 18 (HARDY, Польша)|</span><span class="for">Для работ красками на водной основе.</span></p><UL><LI>Шубка из смеси полиакрила и полиэстера имеет высоту ворса <b>18 мм</b>.<LI>Диаметр валика <b>44 мм</b>.</LI><LI><b>Сменный валик</b> под рукоятку с <b>усиленным бюгелем</b> посадочного диаметра <b>8 мм</b>.</UL><p><span class="addt">||/img/pic/shmal/small/5110-2248.jpg|/img/pic/shmal/big/5110-2248.jpg
#0|Валик Torino 18 сменный 180 мм, &empty; 44/8 мм, ворс 18 мм|558|5110-22.44.18|126,00|123,00|118,00|559
#0|Валик Torino 18 сменный 250 мм, &empty; 44/8 мм, ворс 18 мм|558|5110-22.44.25|144,00|141,00|138,00|559
#1|Валик                                                      |558|5110-10.44.18|129,00|125,00|122,00|559|norow|Валики сменные| Roma 18 (HARDY, Польша)|</span><span class="for">Для работ красками на водной основе.</span></p><UL><LI>Шубка из смеси полиакрила и полиэстера имеет высоту ворса <b>18 мм</b>.<!--LI>Диаметр валика <b>44 мм</b>.</LI--><LI><b>Сменный валик</b> под рукоятку с <b>усиленным бюгелем</b> посадочного диаметра <b>8 мм</b>.</UL><p><span class="addt">||/img/pic/shmal/small/5100-10.jpg|/img/pic/shmal/big/5100-10.jpg
#0|Валик Roma 18 сменный 180 мм, &empty;44 / 8 мм, ворс 18 мм |558|5110-10.44.18|129,00|125,00|122,00|559
#0|Валик Roma 18 сменный 180 мм, &empty;68 / 8 мм, ворс 18 мм |558|5100-10.68.18|109,98|108,00|106,00|559
